addsongs 0
addSong "ancients" "sound/music/ancients.mid"
addSong "annihilation" "sound/music/annihilation.mid" > addIntro "sound/music/intro/annihilation.mid"
addSong "aramis" "sound/music/aramis.mid"
addSong "baligant" "sound/music/baligant.mid" > addIntro "sound/music/intro/baligant.mid"
addSong "battle" "sound/music/battle.mid" > addIntro "sound/music/intro/battle.mid"
addSong "backinblack" "sound/music/blah.ogg"
addSong "boss" "sound/music/boss.mid" > addIntro "sound/music/intro/boss.mid"
addSong "carle" "sound/music/carle.mid" > addIntro "sound/music/intro/carle.mid"
addSong "circus" "sound/music/circus.mid" > addIntro "sound/music/intro/circus.mid"
addSong "darkforest" "sound/music/darkforest.mid" > addIntro "sound/music/intro/darkforest.mid"
addSong "desert" "sound/music/desert.mid" > addIntro "sound/music/intro/desert.mid"
addSong "fanfare" "sound/music/fanfare.mid"
addSong "finalbattle" "sound/music/finalbattle.mid" > addIntro "sound/music/intro/finalbattle.mid"
addSong "forest" "sound/music/forest.mid" > addIntro "sound/music/intro/forest.mid"
addSong "frozentown" "sound/music/frozentown.mid" > addIntro "sound/music/intro/frozentown.mid"
addSong "goofy" "sound/music/goofy.mid" > addIntro "sound/music/intro/goofy.mid"
addSong "joy" "sound/music/joy.mid" > addIntro "sound/music/intro/joy.mid"
addSong "luc" "sound/music/luc.mid" > addIntro "sound/music/intro/luc.mid"
addSong "marie" "sound/music/marie.mid" > addIntro "sound/music/intro/marie.mid"
addSong "mystery" "sound/music/mystery.mid"
addSong "pacman" "sound/music/pacman.mid" > addIntro "sound/music/intro/pacman.mid"
addSong "rabbits" "sound/music/rabbits.mid" > addIntro "sound/music/intro/rabbits.mid"
addSong "reine" "sound/music/reine.mid" > addIntro "sound/music/intro/reine.mid"
addSong "roland" "sound/music/roland.mid" > addIntro "sound/music/intro/roland.mid"
addSong "rolandbattle" "sound/music/rolandbattle.mid" > addIntro "sound/music/intro/rolandbattle.mid"
addSong "shop" "sound/music/shop.mid" > addIntro "sound/music/intro/shop.mid"
addSong "sleep" "sound/music/sleep.mid"
addSong "smalltown" "sound/music/smalltown.mid" > addIntro "sound/music/intro/smalltown.mid"
addSong "sneak" "sound/music/sneak.mid"
addSong "spooky" "sound/music/spooky.mid" > addIntro "sound/music/intro/spooky.mid"
addSong "town2" "sound/music/town2.mid" > addIntro "sound/music/intro/town2.mid"
addSong "ursos" "sound/music/ursos.mid" > addIntro "sound/music/intro/ursos.mid"
addSong "victory" "sound/music/victory.mid" > addIntro "sound/music/intro/victory.mid"

\done <- addsongs 0
